date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:46:27	86927/86927	---MC-	200	added ('OK')	text/javascript	date:Thu,%2025%20Jan%202018%2015:33:24%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://kuon.space/)
09:46:27	112018/112018	---MCZ	200	added ('OK')	application/javascript	etag:%226d7ea1216d00806041a3bee906354eb6-ssl-df%22	https://kuon.space/assets/js/jquery.fullPage.js	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/js/jquery.fullPage.js	(from https://kuon.space/)
09:46:27	13135/13135	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4852-334f%22	https://cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	(from https://kuon.space/)
09:46:28	96610/96610	---M-Z	200	added ('OK')	application/javascript	etag:%226ff9419bce6b9bb5a9e7c91467d4cfe3-ssl-df%22	https://kuon.space/assets/js/parallax.js	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/js/parallax.js	(from https://kuon.space/)
09:46:28	8552/8552	---M-Z	200	added ('OK')	application/javascript	etag:%22b8c035b86a5f68d07e0f865295e90d0a-ssl-df%22	https://kuon.space/assets/js/common.min.js	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/js/common.min.js	(from https://kuon.space/)
09:46:46	48626/48626	---M-Z	200	added ('OK')	application/octet-stream	etag:%22cd824ec22eea9ce86505707d6648aea9-ssl-df%22	https://kuon.space/assets/font/Futura-Boo.eot	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Boo.eot	(from https://kuon.space/assets/css/common.css)
09:47:01	48536/48536	---M-Z	200	added ('OK')	application/octet-stream	etag:%2292e2d1338f2177212bbd9a940f768d58-ssl-df%22	https://kuon.space/assets/font/Futura-Med.eot	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Med.eot	(from https://kuon.space/assets/css/common.css)
09:47:10	62160/62160	---M-Z	200	added ('OK')	application/font-woff	etag:%222f0e96950b3d4bfe1c749e318b6da2ec-ssl-df%22	https://kuon.space/assets/font/Futura-Boo.woff	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Boo.woff	(from https://kuon.space/assets/css/common.css)
09:47:11	54912/54912	---M-Z	200	added ('OK')	application/font-woff	etag:%22fe7e010049f9f5568aad20d526321e0d-ssl-df%22	https://kuon.space/assets/font/Futura-Bol.woff	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Bol.woff	(from https://kuon.space/assets/css/common.css)
09:47:12	45564/45564	---M-Z	200	added ('OK')	application/octet-stream	etag:%2294f9b58807e034e2aeb879944732a8bd-ssl-df%22	https://kuon.space/assets/font/Futura-Bol.eot	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Bol.eot	(from https://kuon.space/assets/css/common.css)
09:47:21	46581/46581	---M-Z	200	added ('OK')	application/octet-stream	etag:%22bc20e274acaae3626f7b1beabff7c28a-ssl-df%22	https://kuon.space/assets/font/Futura-Dem.eot	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Dem.eot	(from https://kuon.space/assets/css/common.css)
09:47:25	56964/56964	---M-Z	200	added ('OK')	application/font-woff	etag:%22e6a5daf01205ca6bc97e6431cf8c35eb-ssl-df%22	https://kuon.space/assets/font/Futura-Dem.woff	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Dem.woff	(from https://kuon.space/assets/css/common.css)
09:48:05	5383/5383	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d0d12a61f86821415e02f2c53063f434-ssl-df%22	https://kuon.space/assets/img/moonlight.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/moonlight.svg	(from https://kuon.space/assets/css/common.css)
09:48:10	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_black_left.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_black_left.png	(from https://kuon.space/awwwards.css)
09:48:11	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_black_right.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_black_right.png	(from https://kuon.space/awwwards.css)
09:48:11	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_silver_left.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_silver_left.png	(from https://kuon.space/awwwards.css)
09:48:11	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_silver_right.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_silver_right.png	(from https://kuon.space/awwwards.css)
09:48:11	129690/129690	---M--	200	added ('OK')	image/jpeg	etag:%2207d4ea23ccae643031d28ceb031b8c17-ssl%22	https://kuon.space/assets/img/contact.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/contact.jpg	(from https://kuon.space/assets/css/common.css)
09:48:11	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_white_left.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_white_left.png	(from https://kuon.space/awwwards.css)
09:48:12	11990/11990	---M--	200	added ('OK')	image/png	etag:%2264655539ce0f438ae7d0e7b0ce50aba7-ssl%22	https://kuon.space/ribbons/awwwards_honorable_white_right.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_white_right.png	(from https://kuon.space/awwwards.css)
09:48:13	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_green_left.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_green_left.png	(from https://kuon.space/awwwards.css)
09:48:13	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_green_right.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_green_right.png	(from https://kuon.space/awwwards.css)
09:48:14	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_black_left@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_black_left@2x.png	(from https://kuon.space/awwwards.css)
09:48:15	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_black_right@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_black_right@2x.png	(from https://kuon.space/awwwards.css)
09:48:15	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_silver_left@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_silver_left@2x.png	(from https://kuon.space/awwwards.css)
09:48:15	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_silver_right@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_silver_right@2x.png	(from https://kuon.space/awwwards.css)
09:48:15	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_white_left@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_white_left@2x.png	(from https://kuon.space/awwwards.css)
09:48:15	207401/207401	---M--	200	added ('OK')	image/jpeg	etag:%22878a9aab8c8e8b9b29f32e65bf94a09c-ssl%22	https://kuon.space/assets/img/Perspective.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/Perspective.jpg	(from https://kuon.space/assets/css/common.css)
09:48:16	60400/60400	---M-Z	200	added ('OK')	application/font-woff	etag:%227202671ae3f3aa4e4cc19a974a7b1d92-ssl-df%22	https://kuon.space/assets/font/Futura-Med.woff	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/font/Futura-Med.woff	(from https://kuon.space/assets/css/common.css)
09:48:16	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_green_left@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_green_left@2x.png	(from https://kuon.space/awwwards.css)
09:48:16	22194/22194	---M--	200	added ('OK')	image/png	etag:%22178f27b0a75759a209ee89bbc161a885-ssl%22	https://kuon.space/ribbons/awwwards_honorable_white_right@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_white_right@2x.png	(from https://kuon.space/awwwards.css)
09:48:16	2636/2636	---M--	404	error ('Not%20Found')	text/html	etag:1519975376-ssl	https://kuon.space/ribbons/awwwards_honorable_green_right@2x.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/ribbons/awwwards_honorable_green_right@2x.png	(from https://kuon.space/awwwards.css)
09:48:29	121494/121494	---M--	200	added ('OK')	image/jpeg	etag:%22e647d849944ca65f5a0888d1262ac429-ssl%22	https://kuon.space/assets/img/reile_about.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/reile_about.jpg	(from https://kuon.space/reile.html)
09:48:31	238144/238144	---M--	200	added ('OK')	image/png	etag:%22962457167e97f25adedc6b681e81eb07-ssl%22	https://kuon.space/assets/img/mockup.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/mockup.png	(from https://kuon.space/reile.html)
09:48:43	7975/7975	---M-Z	200	added ('OK')	image/svg+xml	etag:%2264c1941b7d06fd1a2d93ad66c06d4a9c-ssl-df%22	https://kuon.space/assets/img/design-skills.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/design-skills.svg	(from https://kuon.space/about.html)
09:48:43	10613/10613	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ec14c9fb5099658d6154db956f72ffc6-ssl-df%22	https://kuon.space/assets/img/tech.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/tech.svg	(from https://kuon.space/about.html)
09:48:43	8478/8478	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a3c45b84d375a49e4b650f44c069907d-ssl-df%22	https://kuon.space/assets/img/book-open.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/book-open.svg	(from https://kuon.space/about.html)
09:48:43	2220/2220	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e360149db525fbad7057c39ceb016683-ssl-df%22	https://kuon.space/assets/img/ai.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/ai.svg	(from https://kuon.space/about.html)
09:48:44	1124/1124	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d9c6f3d912cbbe92317daf6ab0202088-ssl-df%22	https://kuon.space/assets/img/sketch.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/sketch.svg	(from https://kuon.space/about.html)
09:48:44	123361/123361	---M--	200	added ('OK')	image/jpeg	etag:%22f9dadcbe9ef96d76576c8aefdaeb8d69-ssl%22	https://kuon.space/assets/img/reile_top.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/reile_top.jpg	(from https://kuon.space/reile.html)
09:48:44	1051/1051	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e7024f6998489b33e70930b8c7d448f3-ssl-df%22	https://kuon.space/assets/img/abstract.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/abstract.svg	(from https://kuon.space/about.html)
09:48:44	3341/3341	---M-Z	200	added ('OK')	image/svg+xml	etag:%22eddad946a40b51451f5146878aa01756-ssl-df%22	https://kuon.space/assets/img/ps.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/ps.svg	(from https://kuon.space/about.html)
09:48:44	6472/6472	---M--	200	added ('OK')	image/png	etag:%229b120172cae55e915900c80f556f8563-ssl%22	https://kuon.space/assets/img/flinto.png	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/flinto.png	(from https://kuon.space/about.html)
09:48:45	3641/3641	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259ceb2e3806b443d4b67ce7a067c713f-ssl-df%22	https://kuon.space/assets/img/html.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/html.svg	(from https://kuon.space/about.html)
09:48:46	4955/4955	---M-Z	200	added ('OK')	image/svg+xml	etag:%22225cc5c442df1a19e44407f5e8251f91-ssl-df%22	https://kuon.space/assets/img/pug.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/pug.svg	(from https://kuon.space/about.html)
09:48:49	7583/7583	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b47395e5af62c2330427b226c6c74317-ssl-df%22	https://kuon.space/assets/img/sass.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/sass.svg	(from https://kuon.space/about.html)
09:48:49	2643/2643	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f44296bbe5d1ccb07e2e5c32e80ec258-ssl-df%22	https://kuon.space/assets/img/wp.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/wp.svg	(from https://kuon.space/about.html)
09:48:49	1520/1520	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243b850579f214c3d6ad73163edc9c9a2-ssl-df%22	https://kuon.space/assets/img/js.svg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/js.svg	(from https://kuon.space/about.html)
09:48:56	110994/110994	---M--	200	added ('OK')	image/jpeg	etag:%22fd79ecebfc6644a8d587314963f587f6-ssl%22	https://kuon.space/assets/img/portrait.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/portrait.jpg	(from https://kuon.space/about.html)
09:49:02	64373/64373	---M--	200	added ('OK')	image/jpeg	etag:%228a3d204adcaa38f2bb4b48da3a95164d-ssl%22	https://kuon.space/assets/img/about.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/about.jpg	(from https://kuon.space/assets/css/common.css)
09:49:04	189482/189482	---M--	200	added ('OK')	image/jpeg	etag:%22da38fe8f09e6bdec6677863f713292e3-ssl%22	https://kuon.space/assets/img/reile.jpg	C:/Users/Adekunle%20Toluwani/Desktop/My%20Codes/My%20websites/ToluWade/portfolio/kuon.space/assets/img/reile.jpg	(from https://kuon.space/assets/css/common.css)
